,sound_filepath,local_jitter,local_shimmer,lfcc,mfcc,delta_mfcc,delta_delta_mfcc,min_intensity,relative_min_intensity_time,max_intensity,relative_max_intensity_time,mean_intensity,stddev_intensity,q1_intensity,median_intensity,q3_intensity,voiced_fraction,min_pitch,relative_min_pitch_time,max_pitch,relative_max_pitch_time,mean_pitch,stddev_pitch,q1_pitch,q3_pitch,mean_absolute_pitch_slope,pitch_slope_without_octave_jumps,min_hnr,relative_min_hnr_time,max_hnr,relative_max_hnr_time,mean_hnr,stddev_hnr,min_gne,max_gne,mean_gne,stddev_gne,sum_gne,band_energy,band_density,band_energy_difference,band_density_difference,center_of_gravity_spectrum,stddev_spectrum,skewness_spectrum,kurtosis_spectrum,central_moment_spectrum,f1_mean,f2_mean,f3_mean,f4_mean,f1_median,f2_median,f3_median,f4_median,formant_dispersion,average_formant,mff,fitch_vtl,delta_f,vtl_delta_f
0,example.wav,0.021786410739877585,0.1508254779760925,"[[ 3.89598433 -3.11113924 -0.04262688 ...  0.12732195  0.06962502
  -0.15224542]
 [ 3.7539077  -3.01053344  0.04277444 ...  0.12985935  0.07295175
  -0.18800459]
 [ 3.69241194 -2.95438773  0.09442714 ...  0.1306858   0.10292584
  -0.16813327]
 ...
 [ 2.94899299 -1.79068337  0.91609666 ... -0.01826206  0.14635334
  -0.03715286]
 [ 2.37814664 -1.4432845   0.60763383 ... -0.02699695  0.16345859
   0.01946117]
 [ 1.38525174 -0.76876549  0.07909109 ...  0.00535883  0.1168683
   0.02540075]]","[[269.33601967 -30.23396498 350.92355629 ...  15.87311768 -51.56147558
   -6.33569569]
 [268.34332506  -8.50651789 394.20748961 ...  -9.44838511 -65.6027014
    4.00947222]
 [260.01580389  11.93894753 362.66177927 ... -15.79989807 -69.79487878
   -1.14805856]
 ...
 [301.74901348 -10.01439932 156.75254253 ... -45.46619075  21.15706831
  -36.19823252]
 [169.62768223 -15.65352274  56.0830791  ...  -6.72187788  -8.81437553
   -4.49588255]
 [105.1369356   20.61227671  28.78282159 ...  -3.02245592 -22.24078339
    1.43647532]]","[[ -0.4963473   10.86372355  21.64196666 ... -12.66075139  -7.02061291
    5.17258395]
 [ -4.66010789  21.08645625   5.86911149 ... -15.83650787  -9.1167016
    2.59381856]
 [ -6.8010812   10.25015781 -33.49872944 ...  -0.81593262  -2.91445689
    2.52578163]
 ...
 [-87.26934979  -5.49158516 -50.27317075 ...  25.9046736  -19.80680957
   10.34074578]
 [-98.30603894  15.31333801 -63.98486047 ...  21.22186741 -21.69892585
   18.81735392]
 [-32.24537332  18.13289972 -13.65012875 ...   1.84971098  -6.71320393
    2.96617893]]","[[ -2.08188029   5.11136635  -7.88642759 ...  -1.58787824  -1.04804435
   -1.2893827 ]
 [ -3.15236695  -0.30678287 -27.57034805 ...   5.92240939   2.05307801
   -1.32340116]
 [ -2.11647125 -13.21405415 -13.49490039 ...  11.61268207   2.10297916
    1.45772292]
 ...
 [-29.84805967   9.20418399 -27.34636347 ...   7.15727821 -10.70585997
   13.20024597]
 [ 27.51198823  11.81224244  18.311521   ... -12.02748131   6.54680282
   -3.68728342]
 [ 33.03033281   1.40978086  25.16736586 ...  -9.68607822   7.49286096
   -7.92558749]]",-9.386673562448328,0.0007451680914353896,73.1258861095997,0.5597949871144243,46.763656988160456,19.462431568922952,43.46045420798733,153.34558224401854,59.06172373538199,0.47994877670688146,66.94042956958967,0.5508807594791414,613.5790171492451,0.1621986754840051,162.17933850455094,51.786696971872395,135.97068771801577,173.39697672196064,316.7133666014501,18.474926376681804,-228.18242819411438,0.7778385176181534,74.90656506440641,0.000908944685461345,9.79675410750365,5.840967160494283,0.0,0.8313241255226476,0.2947707510504415,0.376295682251327,766.6987234821983,0.05738671526726115,7.173339408407643e-05,-2.3406802689406407,-10.79166066908321,717.19264001422,1037.884309382267,4.584748953213475,25.787351764179952,5125808762.670973,520.5360689495744,1608.1956603396955,2631.0042418801504,3788.2782061702146,463.2398358161292,1613.4886130340276,2599.505809466054,3810.770511523925,1115.8435585692653,2121.751192460034,1649.5627769199689,17.015196507721964,1070.8721024503798,16.341820801901864
